frequency_hz,adc1_rms_v,adc2_rms_v,amplitude_db,phase_deg
83010.0,0.009057293059538127,0.0068733536215613905,-18.623411827170212,129.66097172538906
83510.0,0.008063984938295474,0.006821878601358171,-17.657961190914822,105.25516378919215
84010.0,0.008629941065149535,0.0066986949923286436,-14.65451471157454,114.27430875522663
84510.0,0.007699419437749813,0.006752083944386699,-14.79232034300769,115.34691779030723
85010.0,0.006804120702070269,0.006597806471309918,-13.592184524979888,118.99947723293423
85510.0,0.007538918605645339,0.006815870820507309,-11.259219153822713,115.92767512646724
86010.0,0.00852767459551581,0.006799764882539446,-14.520697067877586,101.30748796836693
86510.0,0.0077173176543946205,0.006774699975495428,-15.302595633366657,104.63684804082766
87010.0,0.008440153380678177,0.00684434224191742,-14.260878899109837,121.95729132644571
87510.0,0.007358184152769829,0.006704044485323409,-13.522744586688777,100.64087432145497
88010.0,0.009276943195386923,0.006729760191898252,-17.050749601823682,106.90536688975403
88510.0,0.009080206946134298,0.006734208081508368,-17.03449104981256,116.92425156710738
89010.0,0.007089983574501314,0.006702519415469998,-11.091677441474694,109.99009697228085
89510.0,0.006656971228794573,0.006613503296528831,-12.882071252255802,103.8926735206106
90010.0,0.008680310171784637,0.006766468462763026,-20.879379849097965,100.72094999644365
90510.0,0.008160314943744598,0.006677236780625361,-16.398979023634233,116.06062868647687
91010.0,0.009469699228486827,0.0068112430057528425,-16.546564887174302,104.4352383579022
91510.0,0.009379905669244248,0.0066748472563790354,-16.803843682235588,103.74713021722386
92010.0,0.009559464161055664,0.006567798241566032,-16.091501941206857,99.10562628421624
92510.0,0.006866821709882693,0.006812240471359565,-13.531229060783641,127.18609976275744
93010.0,0.009392540847385123,0.006674384280408924,-17.445118368094096,110.40620840512868
93510.0,0.00851206835590304,0.00689926566427415,-14.269075214184122,93.11806569717406
94010.0,0.00821635489082498,0.006675913320588713,-14.076088270301952,119.3214630173838
94510.0,0.007748336583869639,0.006684862015739189,-16.247442502879135,98.68336534350442
95010.0,0.011037446297608805,0.006685417573533616,-27.70902518885283,132.68126619239683
95510.0,0.009732841462596883,0.0067493118880448625,-18.283255371945426,92.74238826889533
96010.0,0.01042457662306242,0.0067380401962238694,-17.245537477674592,114.84870585470593
96510.0,0.009836276614520655,0.006672422648016419,-16.639596423407614,102.47959632056931
97010.0,0.010646948447648876,0.006649900272023849,-21.524714875277166,101.20563320067434
97510.0,0.008043866355530735,0.0068782186570754906,-15.335950532915941,108.13717101483327
98010.0,0.008651059834658933,0.006701728190261396,-15.611245396587208,101.48097175275409
98510.0,0.008779228196283137,0.006831806176448197,-17.576569863661998,93.18448348398499
99010.0,0.008478835352643307,0.006748270812286438,-16.466877867211707,90.69573207731133
99510.0,0.009783328686716379,0.006590905150124198,-18.042342204516086,118.35279408830215
